"StateName","state_id","DistrictName","DISTRICT_ID","TotalManufacturingUnit","TotalServiceUnit","_CreatedDate"
"ANDHRA PRADESH","28","ANANTHAPUR","520","11367","9826","2022-02-11T08:37:09.887"
"ANDHRA PRADESH","28","CHITOOR","511","8146","19524","2022-02-11T08:37:09.887"
"ANDHRA PRADESH","28","EAST GODAVARI","512","12659","13885","2022-02-11T08:37:09.887"
"ANDHRA PRADESH","28","GUNTUR","509","10626","14853","2022-02-11T08:37:09.887"
"ANDHRA PRADESH","28","KRISHNA","517","9686","13545","2022-02-11T08:37:09.887"
"ANDHRA PRADESH","28","KURNOOL","506","5610","9739","2022-02-11T08:37:09.887"
"ANDHRA PRADESH","28","PRAKASAM","510","12251","32919","2022-02-11T08:37:09.887"
"ANDHRA PRADESH","28","SPSR NELLORE","518","5501","48558","2022-02-11T08:37:09.887"
"ANDHRA PRADESH","28","SRIKAKULAM","522","7092","3802","2022-02-11T08:37:09.887"
"ANDHRA PRADESH","28","VISAKHAPATNAM","519","11642","17428","2022-02-11T08:37:09.887"
"ANDHRA PRADESH","28","VIZIANAGARAM","513","17355","12831","2022-02-11T08:37:09.887"
"ANDHRA PRADESH","28","WEST GODAVARI","505","14978","18561","2022-02-11T08:37:09.887"
"ANDHRA PRADESH","28","Y.S.R","503","4121","33379","2022-02-11T08:37:09.887"
"ARUNACHAL PRADESH","12","ANJAW","628","5","11","2022-02-11T08:37:11.890"
"ARUNACHAL PRADESH","12","CHANGLANG","269","134","36","2022-02-11T08:37:11.890"
"ARUNACHAL PRADESH","12","DIBANG VALLEY","267","7","11","2022-02-11T08:37:11.890"
"ARUNACHAL PRADESH","12","EAST KAMENG","260","9","16","2022-02-11T08:37:11.890"
"ARUNACHAL PRADESH","12","EAST SIANG","265","83","47","2022-02-11T08:37:11.890"
"ARUNACHAL PRADESH","12","KRA DAADI","722","0","1","2022-02-11T08:37:11.890"
"ARUNACHAL PRADESH","12","KURUNG KUMEY","631","11","11","2022-02-11T08:37:11.890"
"ARUNACHAL PRADESH","12","LOHIT","268","83","53","2022-02-11T08:37:11.890"
"ARUNACHAL PRADESH","12","LONGDING","630","17","3","2022-02-11T08:37:11.890"
"ARUNACHAL PRADESH","12","LOWER DIBANG VALLEY","629","30","52","2022-02-11T08:37:11.890"
"ARUNACHAL PRADESH","12","LOWER SUBANSIRI","262","74","65","2022-02-11T08:37:11.890"
"ARUNACHAL PRADESH","12","PAPUM PARE","261","415","418","2022-02-11T08:37:11.890"
"ARUNACHAL PRADESH","12","TAWANG","258","7","13","2022-02-11T08:37:11.890"
"ARUNACHAL PRADESH","12","TIRAP","270","6","8","2022-02-11T08:37:11.890"
"ARUNACHAL PRADESH","12","UPPER SIANG","266","4","10","2022-02-11T08:37:11.890"
"ARUNACHAL PRADESH","12","UPPER SUBANSIRI","263","65","43","2022-02-11T08:37:11.890"
"ARUNACHAL PRADESH","12","WEST KAMENG","259","30","45","2022-02-11T08:37:11.890"
"ARUNACHAL PRADESH","12","WEST SIANG","264","113","46","2022-02-11T08:37:11.890"
"ASSAM","18","BAKSA","651","242","143","2022-02-11T08:37:12.063"
"ASSAM","18","BARPETA","311","851","465","2022-02-11T08:37:12.063"
"ASSAM","18","Biswanath","725","26","47","2022-02-11T08:37:12.063"
"ASSAM","18","BONGAIGAON","310","280","240","2022-02-11T08:37:12.063"
"ASSAM","18","CACHAR","327","517","570","2022-02-11T08:37:12.063"
"ASSAM","18","CHIRANG","652","333","123","2022-02-11T08:37:12.063"
"ASSAM","18","DARRANG","314","574","224","2022-02-11T08:37:12.063"
"ASSAM","18","DHEMAJI","653","266","326","2022-02-11T08:37:12.063"
"ASSAM","18","DHUBRI","308","511","321","2022-02-11T08:37:12.063"
"ASSAM","18","DIBRUGARH","321","450","848","2022-02-11T08:37:12.063"
"ASSAM","18","DIMA HASAO","654","55","28","2022-02-11T08:37:12.063"
"ASSAM","18","GOALPARA","309","265","248","2022-02-11T08:37:12.063"
"ASSAM","18","GOLAGHAT","324","404","607","2022-02-11T08:37:12.063"
"ASSAM","18","HAILAKANDI","329","143","152","2022-02-11T08:37:12.063"
"ASSAM","18","HOJAI","727","0","1","2022-02-11T08:37:12.063"
"ASSAM","18","JORHAT","323","331","322","2022-02-11T08:37:12.063"
"ASSAM","18","KAMRUP","312","1221","946","2022-02-11T08:37:12.063"
"ASSAM","18","KAMRUP METRO","319","2688","3036","2022-02-11T08:37:12.063"
"ASSAM","18","KARBI-ANGELONG","325","218","206","2022-02-11T08:37:12.063"
"ASSAM","18","KARIMGANJ","328","154","308","2022-02-11T08:37:12.063"
"ASSAM","18","KOKRAJHAR","307","270","170","2022-02-11T08:37:12.063"
"ASSAM","18","LAKHIMPUR","318","422","343","2022-02-11T08:37:12.063"
"ASSAM","18","MAJULI","728","3","6","2022-02-11T08:37:12.063"
"ASSAM","18","MARIGAON","315","299","170","2022-02-11T08:37:12.063"
"ASSAM","18","NAGAON","316","1744","881","2022-02-11T08:37:12.063"
"ASSAM","18","NALBARI","313","539","167","2022-02-11T08:37:12.063"
"ASSAM","18","SIVASAGAR","322","360","429","2022-02-11T08:37:12.063"
"ASSAM","18","SONITPUR","317","738","609","2022-02-11T08:37:12.063"
"ASSAM","18","TINSUKIA","320","608","607","2022-02-11T08:37:12.063"
"ASSAM","18","UDALGURI","326","274","167","2022-02-11T08:37:12.063"
"ASSAM","18","WEST KARBI ANGLONG","730","0","1","2022-02-11T08:37:12.063"
"BIHAR","10","ARARIA","223","9051","38619","2022-02-11T08:37:12.390"
"BIHAR","10","ARWAL","613","912","1921","2022-02-11T08:37:12.390"
"BIHAR","10","AURANGABAD","250","5311","3707","2022-02-11T08:37:12.390"
"BIHAR","10","BANKA","239","19005","9804","2022-02-11T08:37:12.390"
"BIHAR","10","BEGUSARAI","236","8903","22466","2022-02-11T08:37:12.390"
"BIHAR","10","BHAGALPUR","238","11359","16183","2022-02-11T08:37:12.390"
"BIHAR","10","BHOJPUR","245","6372","4400","2022-02-11T08:37:12.390"
"BIHAR","10","BUXAR","246","5581","3749","2022-02-11T08:37:12.390"
"BIHAR","10","DARBHANGA","229","5738","33005","2022-02-11T08:37:12.390"
"BIHAR","10","GAYA","251","8292","14849","2022-02-11T08:37:12.390"
"BIHAR","10","GOPALGANJ","231","3458","6859","2022-02-11T08:37:12.390"
"BIHAR","10","JAMUI","253","9277","7453","2022-02-11T08:37:12.390"
"BIHAR","10","JEHANABAD","249","1725","2471","2022-02-11T08:37:12.390"
"BIHAR","10","KAIMUR (BHABUA)","247","3859","3853","2022-02-11T08:37:12.390"
"BIHAR","10","KATIHAR","226","8789","12131","2022-02-11T08:37:12.390"
"BIHAR","10","KHAGARIA","237","3287","10154","2022-02-11T08:37:12.390"
"BIHAR","10","KISHANGANJ","224","2930","12196","2022-02-11T08:37:12.390"
"BIHAR","10","LAKHISARAI","241","9327","6095","2022-02-11T08:37:12.390"
"BIHAR","10","MADHEPURA","227","2581","6212","2022-02-11T08:37:12.390"
"BIHAR","10","MADHUBANI","221","18648","19784","2022-02-11T08:37:12.390"
"BIHAR","10","MUNGER","240","4359","6145","2022-02-11T08:37:12.390"
"BIHAR","10","MUZAFFARPUR","230","16498","55988","2022-02-11T08:37:12.390"
"BIHAR","10","NALANDA","243","9799","15120","2022-02-11T08:37:12.390"
"BIHAR","10","NAWADA","252","7530","5137","2022-02-11T08:37:12.390"
"BIHAR","10","PASHCHIM  CHAMPARAN","217","18776","36628","2022-02-11T08:37:12.390"
"BIHAR","10","PATNA","244","23233","45972","2022-02-11T08:37:12.390"
"BIHAR","10","PURBI  CHAMPARAN","218","15232","34675","2022-02-11T08:37:12.390"
"BIHAR","10","PURNIA","225","8068","21161","2022-02-11T08:37:12.390"
"BIHAR","10","ROHTAS","248","14187","15802","2022-02-11T08:37:12.390"
"BIHAR","10","SAHARSA","228","4234","14518","2022-02-11T08:37:12.390"
"BIHAR","10","SAMASTIPUR","235","13266","30402","2022-02-11T08:37:12.390"
"BIHAR","10","SARAN","233","11312","15213","2022-02-11T08:37:12.390"
"BIHAR","10","SHEIKHPURA","242","4168","2206","2022-02-11T08:37:12.390"
"BIHAR","10","SHEOHAR","219","1167","4670","2022-02-11T08:37:12.390"
"BIHAR","10","SITAMARHI","220","7089","32977","2022-02-11T08:37:12.390"
"BIHAR","10","SIWAN","232","2928","5850","2022-02-11T08:37:12.390"
"BIHAR","10","SUPAUL","222","3577","10423","2022-02-11T08:37:12.390"
"BIHAR","10","VAISHALI","234","9991","29831","2022-02-11T08:37:12.390"
"CHHATTISGARH","22","BALOD","673","560","2615","2022-02-11T08:37:17.093"
"CHHATTISGARH","22","BALOD BAZAR","674","797","3328","2022-02-11T08:37:17.093"
"CHHATTISGARH","22","BALRAMPUR","677","212","383","2022-02-11T08:37:17.093"
"CHHATTISGARH","22","BASTAR","380","576","910","2022-02-11T08:37:17.093"
"CHHATTISGARH","22","BEMETARA","675","304","1292","2022-02-11T08:37:17.093"
"CHHATTISGARH","22","BIJAPUR","676","31","30","2022-02-11T08:37:17.093"
"CHHATTISGARH","22","BILASPUR","372","2293","5961","2022-02-11T08:37:17.093"
"CHHATTISGARH","22","DANTEWADA","381","89","247","2022-02-11T08:37:17.093"
"CHHATTISGARH","22","DHAMTARI","378","1263","1581","2022-02-11T08:37:17.093"
"CHHATTISGARH","22","DURG","375","2936","7660","2022-02-11T08:37:17.093"
"CHHATTISGARH","22","GARIABAND","681","328","920","2022-02-11T08:37:17.093"
"CHHATTISGARH","22","JANJGIR-CHAMPA","371","1143","2752","2022-02-11T08:37:17.093"
"CHHATTISGARH","22","JASHPUR","368","209","346","2022-02-11T08:37:17.093"
"CHHATTISGARH","22","KABIRDHAM","373","396","954","2022-02-11T08:37:17.093"
"CHHATTISGARH","22","KANKER","379","315","805","2022-02-11T08:37:17.093"
"CHHATTISGARH","22","KONDAGAON","678","227","574","2022-02-11T08:37:17.093"
"CHHATTISGARH","22","KORBA","370","835","2321","2022-02-11T08:37:17.093"
"CHHATTISGARH","22","KOREA","366","364","781","2022-02-11T08:37:17.093"
"CHHATTISGARH","22","MAHASAMUND","377","662","1538","2022-02-11T08:37:17.093"
"CHHATTISGARH","22","MUNGELI","679","285","553","2022-02-11T08:37:17.093"
"CHHATTISGARH","22","NARAYANPUR","680","55","37","2022-02-11T08:37:17.093"
"CHHATTISGARH","22","RAIGARH","369","944","2448","2022-02-11T08:37:17.093"
"CHHATTISGARH","22","RAIPUR","376","5296","12997","2022-02-11T08:37:17.093"
"CHHATTISGARH","22","RAJNANDAGAON","374","1012","3204","2022-02-11T08:37:17.093"
"CHHATTISGARH","22","SUKMA","682","47","20","2022-02-11T08:37:17.093"
"CHHATTISGARH","22","SURAJPUR","683","284","649","2022-02-11T08:37:17.093"
"CHHATTISGARH","22","SURGUJA","367","798","911","2022-02-11T08:37:17.093"
"GOA","30","NORTH GOA","551","2256","3692","2022-02-11T08:37:17.690"
"GOA","30","SOUTH GOA","552","1646","2681","2022-02-11T08:37:17.690"
"GUJARAT","24","AHMADABAD","433","104969","105552","2022-02-11T08:37:17.907"
"GUJARAT","24","AMRELI","439","2188","1816","2022-02-11T08:37:17.907"
"GUJARAT","24","ANAND","441","5032","6946","2022-02-11T08:37:17.907"
"GUJARAT","24","ARVALLI","655","641","540","2022-02-11T08:37:17.907"
"GUJARAT","24","BANAS KANTHA","428","2697","3318","2022-02-11T08:37:17.907"
"GUJARAT","24","BHARUCH","447","5971","8990","2022-02-11T08:37:17.907"
"GUJARAT","24","BHAVNAGAR","440","10797","10002","2022-02-11T08:37:17.907"
"GUJARAT","24","BOTAD","656","1042","567","2022-02-11T08:37:17.907"
"GUJARAT","24","CHHOTAUDEPUR","657","354","793","2022-02-11T08:37:17.907"
"GUJARAT","24","DANG","449","38","48","2022-02-11T08:37:17.907"
"GUJARAT","24","DEVBHOOMI DWARKA","658","384","984","2022-02-11T08:37:17.907"
"GUJARAT","24","DOHAD","444","646","1026","2022-02-11T08:37:17.907"
"GUJARAT","24","GANDHINAGAR","432","6332","8574","2022-02-11T08:37:17.907"
"GUJARAT","24","GIR SOMNATH","659","1167","1468","2022-02-11T08:37:17.907"
"GUJARAT","24","JAMNAGAR","436","7276","5794","2022-02-11T08:37:17.907"
"GUJARAT","24","JUNAGADH","438","3034","4033","2022-02-11T08:37:17.907"
"GUJARAT","24","KACHCHH","427","5969","9616","2022-02-11T08:37:17.907"
"GUJARAT","24","KHEDA","442","2250","2509","2022-02-11T08:37:17.907"
"GUJARAT","24","MAHESANA","430","3986","4052","2022-02-11T08:37:17.907"
"GUJARAT","24","MAHISAGAR","670","188","364","2022-02-11T08:37:17.907"
"GUJARAT","24","MORBI","671","5254","2798","2022-02-11T08:37:17.907"
"GUJARAT","24","NARMADA","446","198","392","2022-02-11T08:37:17.907"
"GUJARAT","24","NAVSARI","450","3437","4093","2022-02-11T08:37:17.907"
"GUJARAT","24","PANCH MAHALS","443","1515","2018","2022-02-11T08:37:17.907"
"GUJARAT","24","PATAN","429","1534","1106","2022-02-11T08:37:17.907"
"GUJARAT","24","PORBANDAR","437","779","1438","2022-02-11T08:37:17.907"
"GUJARAT","24","RAJKOT","435","54048","36456","2022-02-11T08:37:17.907"
"GUJARAT","24","SABAR KANTHA","431","1638","1639","2022-02-11T08:37:17.907"
"GUJARAT","24","SURAT","448","206763","115694","2022-02-11T08:37:17.907"
"GUJARAT","24","SURENDRANAGAR","434","4049","1660","2022-02-11T08:37:17.907"
"GUJARAT","24","TAPI","672","549","1024","2022-02-11T08:37:17.907"
"GUJARAT","24","VADODARA","445","18622","38557","2022-02-11T08:37:17.907"
"GUJARAT","24","VALSAD","451","7927","10912","2022-02-11T08:37:17.907"
"HARYANA","6","AMBALA","89","4644","4973","2022-02-11T08:37:22.330"
"HARYANA","6","BHIWANI","100","2320","2772","2022-02-11T08:37:22.330"
"HARYANA","6","FARIDABAD","106","17948","14084","2022-02-11T08:37:22.330"
"HARYANA","6","FATEHABAD","97","1609","3723","2022-02-11T08:37:22.330"
"HARYANA","6","GURUGRAM","105","10933","20096","2022-02-11T08:37:22.330"
"HARYANA","6","HISAR","99","3923","7366","2022-02-11T08:37:22.330"
"HARYANA","6","JHAJJAR","102","3006","2341","2022-02-11T08:37:22.330"
"HARYANA","6","JIND","96","3024","4992","2022-02-11T08:37:22.330"
"HARYANA","6","KAITHAL","92","3630","5282","2022-02-11T08:37:22.330"
"HARYANA","6","KARNAL","93","6655","9054","2022-02-11T08:37:22.330"
"HARYANA","6","KURUKSHETRA","91","2431","4390","2022-02-11T08:37:22.330"
"HARYANA","6","MAHENDRAGARH","103","931","1767","2022-02-11T08:37:22.330"
"HARYANA","6","NUH","685","818","1383","2022-02-11T08:37:22.330"
"HARYANA","6","PALWAL","684","1345","2175","2022-02-11T08:37:22.330"
"HARYANA","6","PANCHKULA","88","2269","3670","2022-02-11T08:37:22.330"
"HARYANA","6","PANIPAT","94","11174","9943","2022-02-11T08:37:22.330"
"HARYANA","6","REWARI","104","2422","2310","2022-02-11T08:37:22.330"
"HARYANA","6","ROHTAK","101","3344","2797","2022-02-11T08:37:22.330"
"HARYANA","6","SIRSA","98","2773","5602","2022-02-11T08:37:22.330"
"HARYANA","6","SONIPAT","95","7110","5094","2022-02-11T08:37:22.330"
"HARYANA","6","YAMUNANAGAR","90","4178","5802","2022-02-11T08:37:22.330"
"HIMACHAL PRADESH","2","BILASPUR","52","181","228","2022-02-11T08:37:23.597"
"HIMACHAL PRADESH","2","CHAMBA","45","246","509","2022-02-11T08:37:23.597"
"HIMACHAL PRADESH","2","HAMIRPUR","50","227","345","2022-02-11T08:37:23.597"
"HIMACHAL PRADESH","2","KANGRA","46","852","1883","2022-02-11T08:37:23.597"
"HIMACHAL PRADESH","2","KINNAUR","56","42","106","2022-02-11T08:37:23.597"
"HIMACHAL PRADESH","2","KULLU","48","443","786","2022-02-11T08:37:23.597"
"HIMACHAL PRADESH","2","LAHUL AND SPITI","47","17","19","2022-02-11T08:37:23.597"
"HIMACHAL PRADESH","2","MANDI","49","670","911","2022-02-11T08:37:23.597"
"HIMACHAL PRADESH","2","SHIMLA","55","413","1382","2022-02-11T08:37:23.597"
"HIMACHAL PRADESH","2","SIRMAUR","54","562","452","2022-02-11T08:37:23.597"
"HIMACHAL PRADESH","2","SOLAN","53","2845","2105","2022-02-11T08:37:23.597"
"HIMACHAL PRADESH","2","UNA","51","717","1014","2022-02-11T08:37:23.597"
"JHARKHAND","20","BOKARO ","348","4773","10083","2022-02-11T08:37:23.860"
"JHARKHAND","20","CHATRA","349","642","1857","2022-02-11T08:37:23.860"
"JHARKHAND","20","DEOGHAR","350","2029","2842","2022-02-11T08:37:23.860"
"JHARKHAND","20","DHANBAD","351","5281","9964","2022-02-11T08:37:23.860"
"JHARKHAND","20","DUMKA","352","1366","2002","2022-02-11T08:37:23.860"
"JHARKHAND","20","EAST SINGHBHUM","353","6682","21024","2022-02-11T08:37:23.860"
"JHARKHAND","20","GARHWA ","354","5145","3421","2022-02-11T08:37:23.860"
"JHARKHAND","20","GIRIDIH","355","2836","8938","2022-02-11T08:37:23.860"
"JHARKHAND","20","GODDA","356","2231","2546","2022-02-11T08:37:23.860"
"JHARKHAND","20","GUMLA ","357","510","1633","2022-02-11T08:37:23.860"
"JHARKHAND","20","HAZARIBAG ","358","2951","9200","2022-02-11T08:37:23.860"
"JHARKHAND","20","JAMTARA","359","329","639","2022-02-11T08:37:23.860"
"JHARKHAND","20","KHUNTI ","360","529","2099","2022-02-11T08:37:23.860"
"JHARKHAND","20","KODERMA ","361","893","2145","2022-02-11T08:37:23.860"
"JHARKHAND","20","LATEHAR","362","316","493","2022-02-11T08:37:23.860"
"JHARKHAND","20","LOHARDAGA ","363","786","1381","2022-02-11T08:37:23.860"
"JHARKHAND","20","PAKUR ","364","736","1191","2022-02-11T08:37:23.860"
"JHARKHAND","20","PALAMU","365","1602","3159","2022-02-11T08:37:23.860"
"JHARKHAND","20","RAMGARH ","619","1932","3939","2022-02-11T08:37:23.860"
"JHARKHAND","20","RANCHI ","620","7632","17762","2022-02-11T08:37:23.860"
"JHARKHAND","20","SAHEBGANJ","621","1028","1307","2022-02-11T08:37:23.860"
"JHARKHAND","20","SERAIKELA-KHARSAWAN  ","622","2634","5607","2022-02-11T08:37:23.860"
"JHARKHAND","20","SIMDEGA ","623","174","388","2022-02-11T08:37:23.860"
"JHARKHAND","20","WEST SINGHBHUM","624","742","2180","2022-02-11T08:37:23.860"
"KARNATAKA","29","BAGALKOT","525","9151","3912","2022-02-11T08:37:24.907"
"KARNATAKA","29","BALLARI","535","2722","3566","2022-02-11T08:37:24.907"
"KARNATAKA","29","BELAGAVI","524","27799","22805","2022-02-11T08:37:24.907"
"KARNATAKA","29","BENGALURU (RURAL)","544","13194","12169","2022-02-11T08:37:24.907"
"KARNATAKA","29","BENGALURU (URBAN)","543","68239","97050","2022-02-11T08:37:24.907"
"KARNATAKA","29","BIDAR","528","2031","2454","2022-02-11T08:37:24.907"
"KARNATAKA","29","CHAMARAJNAGAR","550","560","1038","2022-02-11T08:37:24.907"
"KARNATAKA","29","CHIKBALLAPUR","686","1581","1396","2022-02-11T08:37:24.907"
"KARNATAKA","29","CHIKKAMAGALURU","540","1080","2512","2022-02-11T08:37:24.907"
"KARNATAKA","29","CHITRADURGA","536","1637","2113","2022-02-11T08:37:24.907"
"KARNATAKA","29","DAKSHIN KANNAD","547","6309","8247","2022-02-11T08:37:24.907"
"KARNATAKA","29","DAVANGERE","537","2973","3634","2022-02-11T08:37:24.907"
"KARNATAKA","29","DHARWAD","532","9687","14284","2022-02-11T08:37:24.907"
"KARNATAKA","29","GADAG","531","2027","2088","2022-02-11T08:37:24.907"
"KARNATAKA","29","HASSAN","546","1863","2406","2022-02-11T08:37:24.907"
"KARNATAKA","29","HAVERI","534","1826","2429","2022-02-11T08:37:24.907"
"KARNATAKA","29","KALABURAGI","527","1919","2745","2022-02-11T08:37:24.907"
"KARNATAKA","29","KODAGU","548","688","959","2022-02-11T08:37:24.907"
"KARNATAKA","29","KOLAR","542","1811","1950","2022-02-11T08:37:24.907"
"KARNATAKA","29","KOPPAL","530","1166","1094","2022-02-11T08:37:24.907"
"KARNATAKA","29","MANDYA","545","1337","1670","2022-02-11T08:37:24.907"
"KARNATAKA","29","MYSURU","549","6472","9033","2022-02-11T08:37:24.907"
"KARNATAKA","29","RAICHUR","529","1476","1981","2022-02-11T08:37:24.907"
"KARNATAKA","29","RAMANAGARA","687","2198","1741","2022-02-11T08:37:24.907"
"KARNATAKA","29","SHIVAMOGGA","538","2641","3112","2022-02-11T08:37:24.907"
"KARNATAKA","29","TUMAKURU","541","6225","3366","2022-02-11T08:37:24.907"
"KARNATAKA","29","UDUPI","539","3184","4003","2022-02-11T08:37:24.907"
"KARNATAKA","29","UTTAR KANNAD","533","2429","3683","2022-02-11T08:37:24.907"
"KARNATAKA","29","VIJAYAPURA","526","3186","4678","2022-02-11T08:37:24.907"
"KARNATAKA","29","YADGIR","688","504","1150","2022-02-11T08:37:24.907"
"KERALA","32","ALAPPUZHA","564","6096","4402","2022-02-11T08:37:27.657"
"KERALA","32","ERNAKULAM","561","13704","14360","2022-02-11T08:37:27.657"
"KERALA","32","IDUKKI","562","2038","1666","2022-02-11T08:37:27.657"
"KERALA","32","KANNUR","555","4019","3104","2022-02-11T08:37:27.657"
"KERALA","32","KASARAGOD","554","1844","1647","2022-02-11T08:37:27.657"
"KERALA","32","KOLLAM","566","6449","4229","2022-02-11T08:37:27.657"
"KERALA","32","KOTTAYAM","563","4472","3342","2022-02-11T08:37:27.657"
"KERALA","32","KOZHIKODE","557","5090","3215","2022-02-11T08:37:27.657"
"KERALA","32","MALAPPURAM","558","4858","3193","2022-02-11T08:37:27.657"
"KERALA","32","PALAKKAD","559","4899","3212","2022-02-11T08:37:27.657"
"KERALA","32","PATHANAMTHIPTA","565","2749","2110","2022-02-11T08:37:27.657"
"KERALA","32","THIRUVANANTHAPURAM","567","10950","14457","2022-02-11T08:37:27.657"
"KERALA","32","THRISSUR","560","8850","5952","2022-02-11T08:37:27.657"
"KERALA","32","WAYANAD","556","1269","636","2022-02-11T08:37:27.657"
"MADHYA PRADESH","23","AGAR MALWA","689","3733","4718","2022-02-11T08:37:32.097"
"MADHYA PRADESH","23","ALIRAJPUR","690","3871","4140","2022-02-11T08:37:32.097"
"MADHYA PRADESH","23","ANUPPUR","691","1554","7269","2022-02-11T08:37:32.097"
"MADHYA PRADESH","23","ASHOKNAGAR","692","1631","7326","2022-02-11T08:37:32.097"
"MADHYA PRADESH","23","BALAGHAT","426","3735","20204","2022-02-11T08:37:32.097"
"MADHYA PRADESH","23","BARWANI","409","5714","9143","2022-02-11T08:37:32.097"
"MADHYA PRADESH","23","BETUL","416","4175","11139","2022-02-11T08:37:32.097"
"MADHYA PRADESH","23","BHIND","384","6441","10734","2022-02-11T08:37:32.097"
"MADHYA PRADESH","23","BHOPAL","413","17869","29350","2022-02-11T08:37:32.097"
"MADHYA PRADESH","23","BURHANPUR","386","6444","8861","2022-02-11T08:37:32.097"
"MADHYA PRADESH","23","CHHATARPUR","390","6333","13249","2022-02-11T08:37:32.097"
"MADHYA PRADESH","23","CHHINDWARA","424","7765","13851","2022-02-11T08:37:32.097"
"MADHYA PRADESH","23","DAMOH","393","2855","13119","2022-02-11T08:37:32.097"
"MADHYA PRADESH","23","DATIA","693","4966","4573","2022-02-11T08:37:32.097"
"MADHYA PRADESH","23","DEWAS","404","6486","21906","2022-02-11T08:37:32.097"
"MADHYA PRADESH","23","DHAR","406","4079","33607","2022-02-11T08:37:32.097"
"MADHYA PRADESH","23","DINDORI","694","2014","6328","2022-02-11T08:37:32.097"
"MADHYA PRADESH","23","EAST NIMAR","410","13316","9566","2022-02-11T08:37:32.097"
"MADHYA PRADESH","23","GUNA","388","4555","13787","2022-02-11T08:37:32.097"
"MADHYA PRADESH","23","GWALIOR","385","11112","24572","2022-02-11T08:37:32.097"
"MADHYA PRADESH","23","HARDA","417","3085","6513","2022-02-11T08:37:32.097"
"MADHYA PRADESH","23","HOSHANGABAD","418","2177","13586","2022-02-11T08:37:32.097"
"MADHYA PRADESH","23","INDORE","407","31256","30285","2022-02-11T08:37:32.097"
"MADHYA PRADESH","23","JABALPUR","420","15532","18329","2022-02-11T08:37:32.097"
"MADHYA PRADESH","23","JHABUA","405","3331","13966","2022-02-11T08:37:32.097"
"MADHYA PRADESH","23","KATNI","419","5055","13114","2022-02-11T08:37:32.097"
"MADHYA PRADESH","23","KHARGONE","408","12487","10628","2022-02-11T08:37:32.097"
"MADHYA PRADESH","23","MANDLA","423","2648","6003","2022-02-11T08:37:32.097"
"MADHYA PRADESH","23","MANDSAUR","400","5496","7557","2022-02-11T08:37:32.097"
"MADHYA PRADESH","23","MORENA","383","7900","10200","2022-02-11T08:37:32.097"
"MADHYA PRADESH","23","NARSINGHPUR","421","6479","7922","2022-02-11T08:37:32.097"
"MADHYA PRADESH","23","NEEMUCH","399","6085","10321","2022-02-11T08:37:32.097"
"MADHYA PRADESH","23","PANNA","391","2567","8077","2022-02-11T08:37:32.097"
"MADHYA PRADESH","23","RAISEN","415","5239","20018","2022-02-11T08:37:32.097"
"MADHYA PRADESH","23","RAJGARH","411","4616","9415","2022-02-11T08:37:32.097"
"MADHYA PRADESH","23","RATLAM","401","5695","12803","2022-02-11T08:37:32.097"
"MADHYA PRADESH","23","REWA","395","9054","13193","2022-02-11T08:37:32.097"
"MADHYA PRADESH","23","SAGAR","392","4074","16361","2022-02-11T08:37:32.097"
"MADHYA PRADESH","23","SATNA","394","10577","10976","2022-02-11T08:37:32.097"
"MADHYA PRADESH","23","SEHORE","414","3633","17983","2022-02-11T08:37:32.097"
"MADHYA PRADESH","23","SEONI","425","2154","17143","2022-02-11T08:37:32.097"
"MADHYA PRADESH","23","SHAHDOL","397","6099","8839","2022-02-11T08:37:32.097"
"MADHYA PRADESH","23","SHAJAPUR","403","2958","6900","2022-02-11T08:37:32.097"
"MADHYA PRADESH","23","SHEOPUR","382","3111","5271","2022-02-11T08:37:32.097"
"MADHYA PRADESH","23","SHIVPURI","387","5809","15691","2022-02-11T08:37:32.097"
"MADHYA PRADESH","23","SIDHI","398","7138","10633","2022-02-11T08:37:32.097"
"MADHYA PRADESH","23","SINGRAULI","422","5726","7543","2022-02-11T08:37:32.097"
"MADHYA PRADESH","23","TIKAMGARH","389","5576","9747","2022-02-11T08:37:32.097"
"MADHYA PRADESH","23","UJJAIN","402","15386","14665","2022-02-11T08:37:32.097"
"MADHYA PRADESH","23","UMARIA","396","4357","5267","2022-02-11T08:37:32.097"
"MADHYA PRADESH","23","VIDISHA","412","3071","13053","2022-02-11T08:37:32.097"
"MAHARASHTRA","27","AHMEDNAGAR","480","18377","39222","2022-02-11T08:37:37.003"
"MAHARASHTRA","27","AKOLA","459","6070","13860","2022-02-11T08:37:37.003"
"MAHARASHTRA","27","AMRAVATI","461","6631","14618","2022-02-11T08:37:37.003"
"MAHARASHTRA","27","AURANGABAD","473","31616","61288","2022-02-11T08:37:37.003"
