"StateName","state_id","DistrictName","DISTRICT_ID","TotalManufacturingUnit","TotalServiceUnit","_CreatedDate"
"UTTARAKHAND","5","UDHAM SINGH NAGAR","86","4837","4909","2022-02-11T08:38:07.430"
"UTTARAKHAND","5","UTTARKASHI","75","328","786","2022-02-11T08:38:07.430"
"WEST BENGAL","19","ALIPURDUAR","638","5130","2616","2022-02-11T08:38:07.867"
"WEST BENGAL","19","BANKURA","342","2632","3133","2022-02-11T08:38:07.867"
"WEST BENGAL","19","BIRBHUM","337","4742","11628","2022-02-11T08:38:07.867"
"WEST BENGAL","19","COOCHBEHAR","332","3790","4356","2022-02-11T08:38:07.867"
"WEST BENGAL","19","DAKSHIN DINAJPUR","334","4319","3955","2022-02-11T08:38:07.867"
"WEST BENGAL","19","DARJEELING","330","1437","3386","2022-02-11T08:38:07.867"
"WEST BENGAL","19","EAST MEDINIPUR","344","3537","3332","2022-02-11T08:38:07.867"
"WEST BENGAL","19","HOOGHLY","341","5748","5994","2022-02-11T08:38:07.867"
"WEST BENGAL","19","HOWRAH","345","11188","6734","2022-02-11T08:38:07.867"
"WEST BENGAL","19","JALPAIGURI","331","1821","2970","2022-02-11T08:38:07.867"
"WEST BENGAL","19","Jhargram","732","105","162","2022-02-11T08:38:07.867"
"WEST BENGAL","19","KALIMPONG","733","40","141","2022-02-11T08:38:07.867"
"WEST BENGAL","19","KOLKOTA","346","17602","23632","2022-02-11T08:38:07.867"
"WEST BENGAL","19","MALDA","335","4192","3567","2022-02-11T08:38:07.867"
"WEST BENGAL","19","MURSHIDABAD","336","3016","6939","2022-02-11T08:38:07.867"
"WEST BENGAL","19","NADIA","339","4322","4301","2022-02-11T08:38:07.867"
"WEST BENGAL","19","NORTH 24 PRAGANAS","340","16818","14473","2022-02-11T08:38:07.867"
"WEST BENGAL","19","PASCHIM BARDHAMAN","734","1588","2992","2022-02-11T08:38:07.867"
"WEST BENGAL","19","PURBA BARDHAMAN","338","6053","24045","2022-02-11T08:38:07.867"
"WEST BENGAL","19","PURULIA","343","2169","1451","2022-02-11T08:38:07.867"
"WEST BENGAL","19","SOUTH 24 PRAGANAS","347","18602","9350","2022-02-11T08:38:07.867"
"WEST BENGAL","19","UTTAR DINAJPUR","639","962","1952","2022-02-11T08:38:07.867"
"WEST BENGAL","19","WEST MEDINIPUR","333","4674","4051","2022-02-11T08:38:07.867"
"ANDAMAN AND NICOBAR ISLANDS","35","NIKOBARS","603","43","100","2022-02-11T08:38:09.410"
"ANDAMAN AND NICOBAR ISLANDS","35","NORTH AND MIDDLE ANDAMAN","698","268","455","2022-02-11T08:38:09.410"
"ANDAMAN AND NICOBAR ISLANDS","35","SOUTH ANDAMANS","602","1687","3876","2022-02-11T08:38:09.410"
"CHANDIGARH","4","CHANDIGARH","74","4084","8968","2022-02-11T08:38:09.630"
"DADAR AND NAGAR HAVELI","26","DADRA AND NAGAR HAVELLI","454","2566","2645","2022-02-11T08:38:09.880"
"DAMAN AND DIU","25","DAMAN","453","1921","1023","2022-02-11T08:38:10.067"
"DAMAN AND DIU","25","DIU","452","45","145","2022-02-11T08:38:10.067"
"DELHI","7","CENTRAL","112","6607","6519","2022-02-11T08:38:10.253"
"DELHI","7","EAST","110","10846","14810","2022-02-11T08:38:10.253"
"DELHI","7","NEW DELHI","111","7537","12322","2022-02-11T08:38:10.253"
"DELHI","7","NORTH","108","8397","6258","2022-02-11T08:38:10.253"
"DELHI","7","NORTH EAST","109","5883","6360","2022-02-11T08:38:10.253"
"DELHI","7","NORTH WEST","107","18944","17018","2022-02-11T08:38:10.253"
"DELHI","7","SHAHDARA","626","1891","1260","2022-02-11T08:38:10.253"
"DELHI","7","SOUTH ","115","9040","20121","2022-02-11T08:38:10.253"
"DELHI","7","SOUTH EAST","627","1531","3172","2022-02-11T08:38:10.253"
"DELHI","7","SOUTH WEST","114","6944","14359","2022-02-11T08:38:10.253"
"DELHI","7","WEST","113","13236","15616","2022-02-11T08:38:10.253"
"JAMMU AND KASHMIR","1","ANANTNAG","36","115","258","2022-02-11T08:38:11.583"
"JAMMU AND KASHMIR","1","BADGAM","34","135","774","2022-02-11T08:38:11.583"
"JAMMU AND KASHMIR","1","BANDIPORA","604","25","77","2022-02-11T08:38:11.583"
"JAMMU AND KASHMIR","1","BARAMULLA","32","135","660","2022-02-11T08:38:11.583"
"JAMMU AND KASHMIR","1","DODA","39","21","64","2022-02-11T08:38:11.583"
"JAMMU AND KASHMIR","1","GANDERBAL","605","88","128","2022-02-11T08:38:11.583"
"JAMMU AND KASHMIR","1","JAMMU","43","1330","2173","2022-02-11T08:38:11.583"
"JAMMU AND KASHMIR","1","KARGIL","38","23","23","2022-02-11T08:38:11.583"
"JAMMU AND KASHMIR","1","KATHUA","44","259","302","2022-02-11T08:38:11.583"
"JAMMU AND KASHMIR","1","KISHTWAR","606","25","97","2022-02-11T08:38:11.583"
"JAMMU AND KASHMIR","1","KULGAM","607","15","81","2022-02-11T08:38:11.583"
"JAMMU AND KASHMIR","1","KUPWARA","31","20","62","2022-02-11T08:38:11.583"
"JAMMU AND KASHMIR","1","LEH LADAKH","37","35","58","2022-02-11T08:38:11.583"
"JAMMU AND KASHMIR","1","POONCH","41","61","774","2022-02-11T08:38:11.583"
"JAMMU AND KASHMIR","1","PULWAMA","35","85","135","2022-02-11T08:38:11.583"
"JAMMU AND KASHMIR","1","RAJAURI","42","68","285","2022-02-11T08:38:11.583"
"JAMMU AND KASHMIR","1","RAMBAN","608","26","50","2022-02-11T08:38:11.583"
"JAMMU AND KASHMIR","1","REASI","609","19","95","2022-02-11T08:38:11.583"
"JAMMU AND KASHMIR","1","SAMBA","610","399","133","2022-02-11T08:38:11.583"
"JAMMU AND KASHMIR","1","SHOPIAN","611","16","48","2022-02-11T08:38:11.583"
"JAMMU AND KASHMIR","1","SRINAGAR","33","658","1181","2022-02-11T08:38:11.583"
"JAMMU AND KASHMIR","1","UDHAMPUR","40","110","133","2022-02-11T08:38:11.583"
"LADAKH","37","KARGIL","750","38","32","2022-02-11T08:38:11.880"
"LADAKH","37","LEH LADAKH","751","33","35","2022-02-11T08:38:11.880"
"LAKSHADWEEP","31","LAKSHADWEEP DISTRICT","553","58","54","2022-02-11T08:38:12.037"
"PUDUCHERRY","34","KARAIKAL","601","417","678","2022-02-11T08:38:12.193"
"PUDUCHERRY","34","MAHE","600","25","26","2022-02-11T08:38:12.193"
"PUDUCHERRY","34","PONDICHERRY","599","4348","6042","2022-02-11T08:38:12.193"
"PUDUCHERRY","34","YANAM","598","48","20","2022-02-11T08:38:12.193"
