Date,Open,High,Low,Close,Volume,Dividends,Stock Splits,Capital Gains,Company_ID
2023-01-12 00:00:00+05:30,20.5,21.5,20.5,21.5,1842000,0.0,0.0,0.0,543745
2023-01-13 00:00:00+05:30,22.549999237060547,22.549999237060547,22.549999237060547,22.549999237060547,396000,0.0,0.0,0.0,543745
2023-01-16 00:00:00+05:30,23.649999618530273,23.649999618530273,21.450000762939453,21.450000762939453,1104000,0.0,0.0,0.0,543745
2023-01-17 00:00:00+05:30,20.399999618530273,20.399999618530273,20.399999618530273,20.399999618530273,72000,0.0,0.0,0.0,543745
2023-01-18 00:00:00+05:30,19.399999618530273,19.399999618530273,19.399999618530273,19.399999618530273,42000,0.0,0.0,0.0,543745
2023-01-19 00:00:00+05:30,18.450000762939453,18.450000762939453,18.450000762939453,18.450000762939453,174000,0.0,0.0,0.0,543745
2023-01-20 00:00:00+05:30,17.549999237060547,19.350000381469727,17.549999237060547,18.25,1248000,0.0,0.0,0.0,543745
2023-01-23 00:00:00+05:30,17.350000381469727,19.149999618530273,17.350000381469727,17.350000381469727,414000,0.0,0.0,0.0,543745
2023-01-24 00:00:00+05:30,18.100000381469727,18.100000381469727,16.5,16.5,192000,0.0,0.0,0.0,543745
2023-01-25 00:00:00+05:30,15.699999809265137,15.699999809265137,15.699999809265137,15.699999809265137,72000,0.0,0.0,0.0,543745
2023-01-27 00:00:00+05:30,16.5,16.5,13.800000190734863,14.699999809265137,168000,0.0,0.0,0.0,543745
2023-01-30 00:00:00+05:30,14.100000381469727,16.450000762939453,13.25,14.199999809265137,228000,0.0,0.0,0.0,543745
2023-01-31 00:00:00+05:30,14.0,14.199999809265137,13.5,13.600000381469727,30000,0.0,0.0,0.0,543745
2023-02-01 00:00:00+05:30,13.609999656677246,16.31999969482422,13.609999656677246,16.1299991607666,294000,0.0,0.0,0.0,543745
2023-02-02 00:00:00+05:30,19.350000381469727,19.350000381469727,13.600000381469727,14.220000267028809,420000,0.0,0.0,0.0,543745
2023-02-03 00:00:00+05:30,14.319999694824219,14.319999694824219,12.899999618530273,13.699999809265137,234000,0.0,0.0,0.0,543745
2023-02-06 00:00:00+05:30,13.25,13.399999618530273,12.8100004196167,12.979999542236328,126000,0.0,0.0,0.0,543745
2023-02-07 00:00:00+05:30,13.979999542236328,13.979999542236328,11.0,11.899999618530273,390000,0.0,0.0,0.0,543745
2023-02-08 00:00:00+05:30,10.930000305175781,12.300000190734863,10.930000305175781,12.069999694824219,120000,0.0,0.0,0.0,543745
2023-02-09 00:00:00+05:30,11.5,11.989999771118164,11.300000190734863,11.520000457763672,78000,0.0,0.0,0.0,543745
2023-02-10 00:00:00+05:30,10.510000228881836,11.979999542236328,10.510000228881836,11.789999961853027,96000,0.0,0.0,0.0,543745
2023-02-13 00:00:00+05:30,12.699999809265137,12.699999809265137,11.109999656677246,11.649999618530273,42000,0.0,0.0,0.0,543745
2023-02-14 00:00:00+05:30,11.0600004196167,11.479999542236328,11.0600004196167,11.390000343322754,48000,0.0,0.0,0.0,543745
2023-02-15 00:00:00+05:30,11.300000190734863,11.800000190734863,10.710000038146973,10.949999809265137,78000,0.0,0.0,0.0,543745
2023-02-16 00:00:00+05:30,11.479999542236328,11.5,11.0,11.069999694824219,102000,0.0,0.0,0.0,543745
2023-02-17 00:00:00+05:30,10.720000267028809,11.09000015258789,10.720000267028809,10.930000305175781,60000,0.0,0.0,0.0,543745
2023-02-20 00:00:00+05:30,10.899999618530273,10.930000305175781,10.0,10.369999885559082,144000,0.0,0.0,0.0,543745
2023-02-21 00:00:00+05:30,10.369999885559082,10.729999542236328,10.0600004196167,10.25,48000,0.0,0.0,0.0,543745
2023-02-22 00:00:00+05:30,10.25,10.600000381469727,9.869999885559082,9.90999984741211,48000,0.0,0.0,0.0,543745
2023-02-23 00:00:00+05:30,9.899999618530273,10.899999618530273,9.899999618530273,10.899999618530273,108000,0.0,0.0,0.0,543745
2023-02-24 00:00:00+05:30,11.949999809265137,11.989999771118164,9.8100004196167,10.300000190734863,1116000,0.0,0.0,0.0,543745
2023-02-27 00:00:00+05:30,9.850000381469727,10.0,9.850000381469727,10.0,18000,0.0,0.0,0.0,543745
2023-02-28 00:00:00+05:30,9.989999771118164,9.989999771118164,9.34000015258789,9.380000114440918,30000,0.0,0.0,0.0,543745
2023-03-01 00:00:00+05:30,9.0,9.5,8.449999809265137,9.149999618530273,252000,0.0,0.0,0.0,543745
2023-03-02 00:00:00+05:30,8.710000038146973,9.0,8.710000038146973,8.989999771118164,48000,0.0,0.0,0.0,543745
2023-03-03 00:00:00+05:30,9.0,9.0,8.899999618530273,8.960000038146973,66000,0.0,0.0,0.0,543745
2023-03-06 00:00:00+05:30,8.899999618530273,9.25,8.699999809265137,9.119999885559082,66000,0.0,0.0,0.0,543745
2023-03-08 00:00:00+05:30,8.510000228881836,8.960000038146973,8.510000228881836,8.720000267028809,48000,0.0,0.0,0.0,543745
2023-03-09 00:00:00+05:30,8.520000457763672,8.520000457763672,8.5,8.5,48000,0.0,0.0,0.0,543745
2023-03-10 00:00:00+05:30,8.84000015258789,8.84000015258789,8.350000381469727,8.359999656677246,42000,0.0,0.0,0.0,543745
2023-03-13 00:00:00+05:30,9.180000305175781,9.180000305175781,8.399999618530273,8.649999618530273,48000,0.0,0.0,0.0,543745
2023-03-14 00:00:00+05:30,8.640000343322754,8.640000343322754,7.800000190734863,8.050000190734863,78000,0.0,0.0,0.0,543745
2023-03-15 00:00:00+05:30,8.25,8.25,7.659999847412109,7.980000019073486,60000,0.0,0.0,0.0,543745
2023-03-16 00:00:00+05:30,7.449999809265137,7.849999904632568,7.190000057220459,7.21999979019165,156000,0.0,0.0,0.0,543745
2023-03-17 00:00:00+05:30,7.300000190734863,7.300000190734863,7.099999904632568,7.190000057220459,36000,0.0,0.0,0.0,543745
2023-03-20 00:00:00+05:30,7.099999904632568,7.099999904632568,6.849999904632568,6.989999771118164,72000,0.0,0.0,0.0,543745
2023-03-21 00:00:00+05:30,6.789999961853027,7.329999923706055,6.789999961853027,7.329999923706055,126000,0.0,0.0,0.0,543745
2023-03-22 00:00:00+05:30,7.099999904632568,7.690000057220459,7.099999904632568,7.690000057220459,36000,0.0,0.0,0.0,543745
2023-03-23 00:00:00+05:30,8.050000190734863,8.069999694824219,7.989999771118164,8.069999694824219,54000,0.0,0.0,0.0,543745
2023-03-24 00:00:00+05:30,7.820000171661377,8.470000267028809,7.820000171661377,8.460000038146973,72000,0.0,0.0,0.0,543745
2023-03-27 00:00:00+05:30,8.130000114440918,8.149999618530273,8.039999961853027,8.039999961853027,18000,0.0,0.0,0.0,543745
2023-03-28 00:00:00+05:30,7.650000095367432,7.650000095367432,7.639999866485596,7.639999866485596,18000,0.0,0.0,0.0,543745
2023-03-29 00:00:00+05:30,7.260000228881836,7.300000190734863,7.260000228881836,7.260000228881836,24000,0.0,0.0,0.0,543745
2023-03-31 00:00:00+05:30,7.260000228881836,7.440000057220459,6.900000095367432,7.130000114440918,132000,0.0,0.0,0.0,543745
2023-04-03 00:00:00+05:30,7.099999904632568,7.329999923706055,7.099999904632568,7.329999923706055,12000,0.0,0.0,0.0,543745
2023-04-05 00:00:00+05:30,7.329999923706055,7.360000133514404,6.96999979019165,6.96999979019165,102000,0.0,0.0,0.0,543745
2023-04-06 00:00:00+05:30,6.710000038146973,7.050000190734863,6.710000038146973,7.050000190734863,18000,0.0,0.0,0.0,543745
2023-04-10 00:00:00+05:30,7.050000190734863,7.050000190734863,7.050000190734863,7.050000190734863,12000,0.0,0.0,0.0,543745
2023-04-11 00:00:00+05:30,7.25,7.25,7.230000019073486,7.230000019073486,12000,0.0,0.0,0.0,543745
2023-04-12 00:00:00+05:30,7.230000019073486,7.230000019073486,7.230000019073486,7.230000019073486,0,0.0,0.0,0.0,543745
2023-04-13 00:00:00+05:30,7.230000019073486,7.230000019073486,7.199999809265137,7.199999809265137,12000,0.0,0.0,0.0,543745
2023-04-17 00:00:00+05:30,6.909999847412109,6.909999847412109,6.909999847412109,6.909999847412109,12000,0.0,0.0,0.0,543745
2023-04-18 00:00:00+05:30,7.150000095367432,7.150000095367432,6.670000076293945,6.989999771118164,54000,0.0,0.0,0.0,543745
2023-04-19 00:00:00+05:30,7.139999866485596,7.139999866485596,6.820000171661377,6.820000171661377,18000,0.0,0.0,0.0,543745
2023-04-20 00:00:00+05:30,6.829999923706055,7.070000171661377,6.829999923706055,7.070000171661377,12000,0.0,0.0,0.0,543745
2023-04-21 00:00:00+05:30,7.0,7.0,7.0,7.0,18000,0.0,0.0,0.0,543745
2023-04-24 00:00:00+05:30,7.0,7.0,6.989999771118164,6.989999771118164,18000,0.0,0.0,0.0,543745
2023-04-25 00:00:00+05:30,7.050000190734863,7.150000095367432,6.690000057220459,7.150000095367432,36000,0.0,0.0,0.0,543745
2023-04-26 00:00:00+05:30,7.190000057220459,7.190000057220459,7.0,7.010000228881836,60000,0.0,0.0,0.0,543745
2023-04-27 00:00:00+05:30,6.949999809265137,6.949999809265137,6.949999809265137,6.949999809265137,12000,0.0,0.0,0.0,543745
2023-04-28 00:00:00+05:30,7.0,7.289999961853027,7.0,7.199999809265137,114000,0.0,0.0,0.0,543745
2023-05-02 00:00:00+05:30,7.300000190734863,7.300000190734863,7.300000190734863,7.300000190734863,12000,0.0,0.0,0.0,543745
2023-05-03 00:00:00+05:30,7.300000190734863,7.320000171661377,7.300000190734863,7.320000171661377,18000,0.0,0.0,0.0,543745
2023-05-04 00:00:00+05:30,7.639999866485596,7.679999828338623,7.5,7.5,30000,0.0,0.0,0.0,543745
2023-05-05 00:00:00+05:30,7.75,7.860000133514404,7.449999809265137,7.449999809265137,132000,0.0,0.0,0.0,543745
2023-05-08 00:00:00+05:30,7.179999828338623,7.199999809265137,7.079999923706055,7.079999923706055,84000,0.0,0.0,0.0,543745
2023-05-09 00:00:00+05:30,7.079999923706055,7.079999923706055,7.079999923706055,7.079999923706055,6000,0.0,0.0,0.0,543745
2023-05-10 00:00:00+05:30,7.079999923706055,7.079999923706055,7.0,7.079999923706055,18000,0.0,0.0,0.0,543745
2023-05-11 00:00:00+05:30,7.199999809265137,7.309999942779541,7.199999809265137,7.309999942779541,48000,0.0,0.0,0.0,543745
2023-05-12 00:00:00+05:30,7.489999771118164,7.650000095367432,7.489999771118164,7.650000095367432,24000,0.0,0.0,0.0,543745
2023-05-15 00:00:00+05:30,7.989999771118164,8.029999732971191,7.980000019073486,8.029999732971191,60000,0.0,0.0,0.0,543745
2023-05-16 00:00:00+05:30,8.430000305175781,8.430000305175781,8.430000305175781,8.430000305175781,18000,0.0,0.0,0.0,543745
2023-05-17 00:00:00+05:30,8.850000381469727,8.850000381469727,8.319999694824219,8.5,72000,0.0,0.0,0.0,543745
2023-05-18 00:00:00+05:30,8.399999618530273,8.399999618530273,8.079999923706055,8.079999923706055,48000,0.0,0.0,0.0,543745
2023-05-19 00:00:00+05:30,7.699999809265137,7.699999809265137,7.679999828338623,7.690000057220459,48000,0.0,0.0,0.0,543745
2023-05-22 00:00:00+05:30,7.510000228881836,7.510000228881836,7.420000076293945,7.420000076293945,30000,0.0,0.0,0.0,543745
2023-05-23 00:00:00+05:30,7.320000171661377,7.320000171661377,7.050000190734863,7.300000190734863,54000,0.0,0.0,0.0,543745
2023-05-24 00:00:00+05:30,7.550000190734863,7.650000095367432,7.170000076293945,7.25,36000,0.0,0.0,0.0,543745
2023-05-25 00:00:00+05:30,7.489999771118164,7.610000133514404,7.489999771118164,7.610000133514404,24000,0.0,0.0,0.0,543745
2023-05-26 00:00:00+05:30,7.980000019073486,7.989999771118164,7.980000019073486,7.989999771118164,18000,0.0,0.0,0.0,543745
2023-05-29 00:00:00+05:30,8.359999656677246,8.380000114440918,8.100000381469727,8.289999961853027,60000,0.0,0.0,0.0,543745
2023-05-30 00:00:00+05:30,8.600000381469727,8.600000381469727,7.900000095367432,7.909999847412109,66000,0.0,0.0,0.0,543745
2023-05-31 00:00:00+05:30,7.900000095367432,7.900000095367432,7.519999980926514,7.539999961853027,18000,0.0,0.0,0.0,543745
2023-06-01 00:00:00+05:30,7.699999809265137,7.840000152587891,7.300000190734863,7.369999885559082,36000,0.0,0.0,0.0,543745
2023-06-02 00:00:00+05:30,7.25,7.25,7.25,7.25,6000,0.0,0.0,0.0,543745
