Date,Open,High,Low,Close,Volume,Dividends,Stock Splits,Company_ID
2025-12-31 00:00:00+05:30,145.0,152.25,140.0,151.9499969482422,2025000,0.0,0.0,544671
2026-01-01 00:00:00+05:30,147.25,156.0,144.39999389648438,145.14999389648438,334000,0.0,0.0,544671
2026-01-02 00:00:00+05:30,142.8000030517578,147.89999389648438,138.0,143.5500030517578,157000,0.0,0.0,544671
2026-01-05 00:00:00+05:30,144.75,147.0,143.0,145.89999389648438,183000,0.0,0.0,544671
